VALENTINI,Stefano,2009,SCD,400,medley,00:05:11.75,11/02/2023,LaLouvière(BEL),2009,00:05:15.31
VANDERSCHRICK,Stephan,2000,SL,100,free,00:00:52.23,11/03/2023,Luxembourg-Kirchberg(LUX),2004,00:00:52.95
VISSER,Mats,2008,SCDE,50,breast,00:00:32.49,28/01/2023,Luxembourg(LUX),2008,00:00:33.18
VISSER,Mats,2008,SCDE,100,breast,00:01:12.84,11/03/2023,Luxembourg-Kirchberg(LUX),2008,00:01:12.96
VISSER,Mats,2008,SCDE,100,free,00:00:57.35,11/03/2023,Luxembourg-Kirchberg(LUX),2008,00:00:57.47
ZHUKOV,Dmytro,2008,SL,50,free,00:00:25.61,10/03/2023,Luxembourg-Kirchberg(LUX),2008,00:00:26.22
ZHUKOV,Dmytro,2008,SL,100,fly,00:01:01.54,26/03/2023,DIJON(FRA),2008,00:01:01.71
ZHUKOV,Dmytro,2008,SL,100,free,00:00:54.91,25/03/2023,DIJON(FRA),2008,00:00:57.47
ZHUKOV,Dmytro,2008,SL,200,fly,00:02:18.59,11/03/2023,Luxembourg-Kirchberg(LUX),2008,00:02:19.21
ZHUKOV,Dmytro,2008,SL,200,free,00:02:01.53,12/03/2023,Luxembourg-Kirchberg(LUX),2008,00:02:05.57
ZHUKOV,Dmytro,2008,SL,200,medley,00:02:21.28,26/03/2023,DIJON(FRA),2008,00:02:21.32
ZHUKOV,Dmytro,2008,SL,400,free,00:04:24.2,25/03/2023,DIJON(FRA),2008,00:04:28.49
ZHUKOV,Dmytro,2008,SL,400,medley,00:04:59.41,10/03/2023,Luxembourg-Kirchberg(LUX),2008,00:05:03.33
ZHUKOV,Dmytro,2008,SL,1500,free,00:17:35.64,24/03/2023,DIJON(FRA),2008,00:17:52.39
